normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,peak-rpm,city-mpg,highway-mpg,price,engine-location_rear,aspiration_turbo,fuel-type_gas,num-of-doors_two,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_fwd,drive-wheels_rwd,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,symboling_-1,symboling_0,symboling_1,symboling_2,symboling_3,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_three,num-of-cylinders_twelve,num-of-cylinders_two,horsepower_Medium,horsepower_High
2.0678921660645666,0.397105157104094,0.21144760291095585,-0.5195284933947312,0.21842477472732055,0.4056782178317399,0.8957860165212087,-0.07745078061551325,-0.21221681030778644,-0.29143463936245406,-1.8191387415469435,-0.6522490130673253,-0.3951894283460619,21105.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.0,0.7771915217608686,1.2040046700209168,0.48226674215536713,0.7917898083865414,0.967684666101825,0.8957860165212087,-0.07745078061551325,-0.21221681030778644,-0.29143463936245406,-1.8191387415469435,-0.8083228840512925,-0.8364842899991641,24565.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.0,0.7771915217608686,1.2040046700209168,0.48226674215536713,0.7917898083865414,1.306826488333773,1.9816054375121406,1.0818431341367996,0.42217942080958115,-0.5417481275765095,0.5921552115548131,-1.4326183679871611,-1.2777791516522663,30760.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.0,0.7771915217608686,1.594518925933034,0.9593120924173167,-0.027303096840913615,1.5975194788182998,1.9816054375121406,1.0818431341367996,0.42217942080958115,-0.5417481275765095,0.5921552115548131,-1.4326183679871611,-1.2777791516522663,41315.0,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.0,1.851348639269146,1.854861763207777,2.3904481432031655,1.0375176799547756,1.8397636375554054,1.9816054375121406,1.0818431341367996,0.42217942080958115,-0.5417481275765095,0.5921552115548131,-1.5886922389711282,-1.571975726087668,36880.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
-0.031331699485826765,-1.7181580896814366,-2.6930021754354097,-2.6662325695735043,-0.23207632314777737,-2.0690881078265315,-1.589533991524702,-1.5733138964249485,-0.7197337952016806,-0.16627789525542636,-0.036877993602166904,3.4056716325158205,3.2822677520964567,5151.0,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.7519607876598423,-0.7101029486352078,-1.488916553039717,-1.0919829137090686,-0.7235320662842516,-1.3210381456463491,-0.8897836979972125,-1.124554961682119,-0.4659753027547335,-0.1412465464340209,0.5921552115548131,2.001006793660116,1.8112848799194492,6295.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-1.2845996789188974,-0.7101029486352078,-1.2529808567594798,-1.0919829137090686,-0.7235320662842516,-1.2532097811999596,-0.8897836979972125,-1.124554961682119,-0.4659753027547335,-0.1412465464340209,0.5921552115548131,2.001006793660116,1.8112848799194492,6575.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.12532679794330706,-0.8423069015593031,-1.375016561732016,-0.9965738436566808,-1.2149878094207258,-1.3171622391065556,-0.8897836979972125,-1.348934429053533,-0.08533756408431292,-0.18880610919469132,0.8018329466071397,1.844932922676149,1.5170883054840478,5572.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.12532679794330706,-0.8423069015593031,-1.375016561732016,-0.9965738436566808,-1.2149878094207258,-1.3171622391065556,-0.8897836979972125,-1.348934429053533,-0.08533756408431292,-0.1913092440768318,0.8018329466071397,0.9084896967723461,1.0757934438309456,6377.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.12532679794330706,-0.8423069015593031,-1.375016561732016,-0.9965738436566808,-1.2149878094207258,-0.8287980150925506,-0.6967491342654912,-1.124554961682119,0.42217942080958115,-0.6418735228621317,0.8018329466071397,-0.1840274001154239,-0.10099285391066044,7957.0,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.8146241866314959,-0.8423069015593031,-1.375016561732016,-0.9965738436566808,-1.2968970999434695,-1.1408084915459427,-0.8897836979972125,-1.348934429053533,-0.08533756408431292,-0.1913092440768318,0.8018329466071397,0.9084896967723461,1.0757934438309456,6229.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.8146241866314959,-0.8423069015593031,-1.375016561732016,-0.9965738436566808,-1.2968970999434695,-1.098173519608212,-0.8897836979972125,-1.348934429053533,-0.08533756408431292,-0.1913092440768318,0.8018329466071397,0.9084896967723461,1.0757934438309456,6692.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.8146241866314959,-0.8423069015593031,-1.375016561732016,-0.9965738436566808,-1.2968970999434695,-1.098173519608212,-0.8897836979972125,-1.348934429053533,-0.08533756408431292,-0.1913092440768318,0.8018329466071397,0.9084896967723461,1.0757934438309456,7609.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.8146241866314959,-0.8423069015593031,-1.375016561732016,-0.9965738436566808,-1.2968970999434695,-0.7067069590890492,-0.6967491342654912,-1.124554961682119,0.42217942080958115,-0.6418735228621317,0.8018329466071397,-0.1840274001154239,-0.10099285391066044,8558.0,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.37598039382992116,0.7441405335298442,0.03246190228456789,-0.6149375634471225,2.470930264102822,-0.04005103424453451,-0.11764544307032763,0.03473895307019368,0.6442181017006592,-0.41659138346948177,-0.24655572865449354,-0.1840274001154239,-0.10099285391066044,8921.0,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.7206290881740156,-0.4787460310180395,-0.08143808902313313,0.1960395319981933,-1.4607156809889599,0.49482406824699476,0.7027514527894875,1.0070499783463276,2.0398898101588667,-0.7920616157905649,-0.24655572865449354,-0.9643967550352597,-0.9835825772168649,12964.0,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0.4699754922874015,-2.015616983760654,-2.408252197166158,-0.9488693086304851,-1.2149878094207258,-1.6330486220997413,-0.8415250570642822,-1.5733138964249485,0.48561904392131794,-0.1412465464340209,-0.6659111987591468,3.7178193744837547,3.4293660393141576,6479.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.4699754922874015,-2.015616983760654,-2.408252197166158,-0.9488693086304851,-1.2149878094207258,-1.4276255754906757,-0.8415250570642822,-1.5733138964249485,0.48561904392131794,-0.24137194171964318,1.850221621868773,0.9084896967723461,1.0757934438309456,6855.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
-0.6579656892023621,-0.8423069015593031,-1.968923659265027,-0.9011647736042895,-0.4778041947160145,-1.3927424166325324,-1.155206223128329,-1.5733138964249485,-0.592854548978207,-0.016089802326993193,0.8018329466071397,2.001006793660116,1.6641865927017485,5399.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.6579656892023621,-0.8423069015593031,-1.968923659265027,-0.9011647736042895,-0.4778041947160145,-1.1931332298331574,-0.8415250570642822,-1.5733138964249485,0.48561904392131794,-0.24137194171964318,1.850221621868773,0.752415825788379,0.48740029496014253,6529.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.6579656892023621,-0.8423069015593031,-1.968923659265027,-0.9011647736042895,-0.4778041947160145,-1.1621259775148078,-0.8415250570642822,-1.5733138964249485,0.48561904392131794,-0.24137194171964318,1.850221621868773,0.752415825788379,0.48740029496014253,7129.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.37598039382992116,-0.37959306632496864,-0.8787380281770356,-0.9011647736042895,0.30033406525006723,-1.0574765009403784,-0.8415250570642822,-1.5733138964249485,0.48561904392131794,-0.24137194171964318,1.850221621868773,0.752415825788379,0.48740029496014253,7295.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.3785947773763776,-0.37959306632496864,-1.391287989061689,-0.9488693086304851,1.8566105851822305,-1.0303451551618223,-0.8415250570642822,-1.5359173185297132,0.48561904392131794,-0.24137194171964318,1.850221621868773,0.752415825788379,0.48740029496014253,7295.0,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.5013071917732282,-0.37959306632496864,-0.5451737679187701,-0.3287103532899486,-0.19112167788640694,-0.6194990619436912,-0.40719728866790944,-0.675796026939288,1.0248558403710797,-0.29143463936245406,1.4308661517641197,0.28419421283647756,0.3403020077424418,7895.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.5013071917732282,-0.37959306632496864,-0.5451737679187701,-0.3287103532899486,-0.19112167788640694,-0.5167875386391585,-0.40719728866790944,-0.675796026939288,1.0248558403710797,-0.29143463936245406,1.4308661517641197,0.28419421283647756,0.3403020077424418,9095.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.1592728809755903,-0.37959306632496864,0.09754761160325484,-0.3287103532899486,0.13651548420457682,-0.48771823959070576,-0.40719728866790944,-0.675796026939288,1.0248558403710797,-0.29143463936245406,1.4308661517641197,0.28419421283647756,0.3403020077424418,8845.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.1592728809755903,-0.37959306632496864,0.09754761160325484,-1.616732798997214,0.13651548420457682,-0.35593741723772027,-0.40719728866790944,-0.675796026939288,1.0248558403710797,-0.29143463936245406,1.4308661517641197,0.28419421283647756,0.3403020077424418,10295.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.1592728809755903,-0.37959306632496864,0.09754761160325484,-0.3287103532899486,0.13651548420457682,-0.17570776313731368,-0.40719728866790944,-0.675796026939288,1.0248558403710797,-0.29143463936245406,1.4308661517641197,-0.1840274001154239,-0.3951894283460619,12945.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.4699754922874015,-0.37959306632496864,-0.41500234928139856,0.05292592691960977,-1.133078518897979,-0.5090357255595711,-0.40719728866790944,-0.675796026939288,1.0248558403710797,-0.2664032905410486,0.8018329466071397,-0.027953529131456746,0.046105433307040304,10345.0,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,-0.7431539368662322,-0.284830930644027,-1.95066454418058,-0.10921238736366028,-0.4237657816841099,-0.3830679682014443,-0.07745078061551325,-0.08533756408431292,-0.41659138346948177,-0.6659111987591468,-0.1840274001154239,-0.2480911411283612,6785.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,-0.46222053690252846,-0.13025237101214718,-0.3287103532899486,-0.9692599378524887,0.3456016664649377,-0.19003340446972308,0.37130815412731777,-0.08533756408431292,-0.24137194171964318,-0.24655572865449354,-0.1840274001154239,-0.2480911411283612,11048.0,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0.7206290881740156,2.3471134627345047,2.0663903184935064,1.7702891878626257,-0.3958949041932707,2.9269554219675356,3.1639421403689325,1.1192397120320345,2.896324722167312,-0.516716778755104,-0.7707500662853102,-1.5886922389711282,-1.7190740133053686,32250.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.0,2.3471134627345047,2.0663903184935064,1.7702891878626257,-0.3958949041932707,2.9269554219675356,3.1639421403689325,1.1192397120320345,2.896324722167312,-0.516716778755104,-0.7707500662853102,-1.5886922389711282,-1.7190740133053686,35550.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.0,0.5293091100281893,1.4236689389714814,2.2473345381245755,-2.443627167261908,2.7021528426595016,4.804735932088563,0.7826705109749121,-1.576168707210126,0.33434908117268447,-0.24655572865449354,-1.9008399809390626,-2.01327058774077,36000.0,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
-0.5639705907448818,-0.9414598662523763,-1.2285737157649739,-0.8057557035518982,0.13651548420457682,-1.2900308933279996,-0.8656543775307474,-1.124554961682119,-0.33909605653125996,-0.29143463936245406,-0.24655572865449354,0.752415825788379,0.046105433307040304,5195.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.5639705907448818,-0.9414598662523763,-1.2285737157649739,-0.8057557035518982,0.13651548420457682,-1.2706513606290313,-0.8656543775307474,-1.124554961682119,-0.33909605653125996,-0.29143463936245406,-0.24655572865449354,0.9084896967723461,1.0757934438309456,6095.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.5639705907448818,-0.9414598662523763,-1.2285737157649739,-0.8057557035518982,0.13651548420457682,-1.260961594279547,-0.8656543775307474,-1.124554961682119,-0.33909605653125996,-0.29143463936245406,-0.24655572865449354,0.9084896967723461,1.0757934438309456,6795.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.2819852953724409,-0.9414598662523763,-0.6021237635726195,-0.8057557035518982,0.13651548420457682,-1.1834434634836732,-0.8656543775307474,-1.124554961682119,-0.33909605653125996,-0.29143463936245406,-0.24655572865449354,0.9084896967723461,1.0757934438309456,6695.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.2819852953724409,-0.9414598662523763,-0.6021237635726195,-0.8057557035518982,0.13651548420457682,-1.173753697134189,-0.8656543775307474,-0.9375720722059386,-0.33909605653125996,-0.29143463936245406,-0.24655572865449354,0.9084896967723461,1.0757934438309456,7395.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.8772875856031495,-0.5778989957111127,-0.42313806294623385,-0.09018767815897376,-1.706443552557197,-0.34043379107854554,-1.3723701073265155,0.0,1.4086426050438461e-15,-0.1913092440768318,1.850221621868773,-1.2765444970031938,-1.1306808644345656,10945.0,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.8772875856031495,-0.5778989957111127,-0.42313806294623385,-0.09018767815897376,-1.706443552557197,-0.34043379107854554,-1.3723701073265155,0.0,1.4086426050438461e-15,-0.1913092440768318,1.850221621868773,-1.2765444970031938,-1.1306808644345656,11845.0,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.8772875856031495,-0.5778989957111127,-0.42313806294623385,-0.09018767815897376,-1.706443552557197,-0.3307440247290613,-1.3723701073265155,0.0,1.4086426050438461e-15,-0.1913092440768318,1.850221621868773,-1.2765444970031938,-1.1306808644345656,13645.0,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.8772875856031495,-0.5778989957111127,-0.42313806294623385,-0.09018767815897376,-1.706443552557197,-0.1078793986909241,-1.1310769026618641,0.0,1.4086426050438461e-15,-0.1913092440768318,1.850221621868773,-1.4326183679871611,-1.1306808644345656,15645.0,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
0.21932189640078736,0.0004932983318059837,0.2928047395593134,0.2914486020505846,-0.027303096840913615,-0.3307440247290613,-0.11764544307032763,0.22172184254637411,0.42217942080958115,-0.3915600346480763,-0.6659111987591468,0.1281203418525104,0.19320372052474105,8845.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.21932189640078736,0.0004932983318059837,0.2928047395593134,0.2914486020505846,0.7098805178637947,-0.2822951929816402,-0.11764544307032763,0.22172184254637411,0.42217942080958115,-0.3915600346480763,-0.6659111987591468,0.1281203418525104,0.19320372052474105,8495.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.21932189640078736,0.0004932983318059837,0.2928047395593134,0.2914486020505846,-0.027303096840913615,-0.3307440247290613,-0.11764544307032763,0.22172184254637411,0.42217942080958115,-0.3915600346480763,-0.6659111987591468,0.1281203418525104,0.19320372052474105,10595.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.21932189640078736,0.0004932983318059837,0.2928047395593134,0.2914486020505846,0.7098805178637947,-0.2822951929816402,-0.11764544307032763,0.22172184254637411,0.42217942080958115,-0.3915600346480763,-0.6659111987591468,0.1281203418525104,0.19320372052474105,10245.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,0.0004932983318059837,0.2928047395593134,0.2914486020505846,0.7098805178637947,-0.21834273507504426,-0.11764544307032763,0.22172184254637411,0.42217942080958115,3.137860149170105,-0.9804278013376369,1.688859051692182,1.6641865927017485,10795.0,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.21932189640078736,0.0004932983318059837,0.2928047395593134,0.2914486020505846,0.7098805178637947,-0.2532258939331875,-0.11764544307032763,0.22172184254637411,0.42217942080958115,-0.3915600346480763,-0.6659111987591468,0.1281203418525104,0.19320372052474105,11245.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.12532679794330706,1.008548439378037,0.06500475694391136,0.10063046194580202,0.2593794199886939,0.2215726571915396,0.31668232532604507,1.6053952246701007,-0.3073762449753909,-0.5417481275765095,-0.24655572865449354,-0.9643967550352597,-0.5422877155637627,18280.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0.0,1.008548439378037,0.06500475694391136,0.10063046194580202,0.2593794199886939,0.279711255288445,0.17190640252725417,0.37130815412731777,1.21517470970629,2.9626407074202663,-1.9239776090731067,0.9084896967723461,1.2228917310486462,18344.0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.9086192850889762,1.851348639269146,1.3585832296527967,2.104220933045992,1.1194269704775222,1.859143170254374,1.3542431053840467,0.9322568225558557,1.21517470970629,2.8374839633132387,-1.6094610064946169,-0.49617514208335817,-0.8364842899991641,25552.0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
-0.9086192850889762,1.851348639269146,1.3585832296527967,2.104220933045992,2.020429166227724,2.3145621886801324,1.3542431053840467,0.9322568225558557,1.21517470970629,2.8374839633132387,-1.6094610064946169,-0.49617514208335817,-0.8364842899991641,28248.0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
-0.9086192850889762,1.306007333457252,1.0819689650483806,2.104220933045992,0.46415264629555764,1.8203841048564369,1.3542431053840467,0.9322568225558557,1.21517470970629,2.8374839633132387,-1.6094610064946169,-0.49617514208335817,-0.8364842899991641,28176.0,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
